,qlabel,lemmas,instruction,category
2432,WHQ,"('what', 'be')",What is a derivative in finance?,open_qa
2433,WHQ,"('what', 'would')",What would happen if I ran barefoot? Is it good for me?,general_qa
2434,NULL,(),"In the series A Song of Ice and Fire, who is the founder of House Redbeard?",open_qa
2435,NULL,(),"Categorize these as a person, place, or thing",classification
2436,WHQ,"('why', 'be')",Why USA is best ?,brainstorming
2437,WHQ,"('what', 'be')",What's the Moroccan infrastructure ?,summarization
2438,WHQ,"('what', 'would')",What advise would you give  on touring India?,general_qa
2439,WHQ,"('what', 'be')",What is React?,open_qa
2440,NULL,(),"Given this paragraph, who wrote ""August?""",closed_qa
2441,NULL,(),"Based on this paragraph, who directed White Rabbit?",closed_qa
2442,WHQ,"('what', 'be')",What are some reasons you might be late to a party?,brainstorming
2443,WHQ,"('who', 'be')",Who were the original Fantastic Four in the comics?,open_qa
2444,WHQ,"('what', 'be')",What's the most popular tv show of all time in the USA?,open_qa
2445,NULL,(),"Given these paragraphs about Large language models, what is the prompting paradigm?",closed_qa
2446,WHQ,"('when', 'be')",When was the last time the Raiders won the Super Bowl?,open_qa
2447,WHQ,"('what', 'be')",What is locus (in genomics)?,open_qa
2448,WHQ,"('what', 'be')",What is a difference between baseball and cricket?,open_qa
2449,WHQ,"('where', 'do')",Where does the Golden Retriever originate from?,information_extraction
2450,NULL,(),"Which of the following are cities in the PNW in the US: Seattle, Portland, Hillsboro, Eugene, Tacoma, Vancouver, Surrey, Richmond.",classification
2451,NULL,(),Make a packing list for a picnic at the beach.,brainstorming
2452,WHQ,"('who', 'be')",Who is Mahatma Gandhi?,information_extraction
2453,WHQ,"('which', 'belong')","Which characters belong to DC or Marvel Universe? Catwoman, Black Cat",classification
2454,NULL,(),describe experience of child fighting with autism,creative_writing
2455,WHQ,"('what', 'be')",What are the main points in this article,summarization
2456,WHQ,"('how', 'would')",How would you describe Dance?,information_extraction
2457,WHQ,"('why', 'do')",Why do players smear black under their eyes?,open_qa
2458,WHQ,"('why', 'be')",Why Italy is known for,brainstorming
2459,NULL,(),How many hands do humans have?,open_qa
2460,WHQ,"('what', 'be')",What is email?,open_qa
2461,WHQ,"('what', 'do')",What does BAFTA stands for ?,open_qa
2462,NULL,(),List some beverages that you can buy at Starbucks.,open_qa
2463,WHQ,"('how', 'can')",How fast can an ostrich run?,open_qa
2464,NULL,(),"From the passage below, please extract the official starting date of the United States Space Force.",information_extraction
2465,NULL,(),"Based on this paragraph, during what year was Hearst born?",closed_qa
2466,NULL,(),"Classify each of the following as either a title by Margaret Atwood or Mary Shelley: The Handmaid's Tale, The Testaments, The Edible Woman, Oryx and Crake, The Year of the Flood, Frankenstein, The Last Man, Lodore, The Mortal Immortal, Maurice",classification
2467,NULL,(),"Tell me whether each of these are green or yellow: lemon, lime, cheese, spinach, lettuce, spaghetti",classification
2468,NULL,(),Which of the other locations mentioned in this article is closest to Rudzk Duży?,closed_qa
2469,NULL,(),"Identify which instrument is string or percussion: Chime bar, Pinaka vina",classification
2470,WHQ,"('why', 'be')",Why is sleep training your baby important?,general_qa
2471,WHQ,"('who', 'be')",Who were the Sumerians?,open_qa
2472,NULL,(),Provide a list of cities you drive through to get from San Diego to Phoenix,brainstorming
2473,NULL,(),"Classify these technologies as frontend or backend oriented: React, Kafka, MySQL, JavaScript, gRPC, SQL, Prometheus, Android, Swift, Redis, JDBC",classification
2474,WHQ,"('what', 'be')",What is the length of a championship rowing race?,summarization
2475,WHQ,"('what', 'should')",What should I get my wife for mother's day?,brainstorming
2476,NULL,(),Hip Hop song Make Me Proud,summarization
2477,NULL,(),how to become a yoga instructor?,brainstorming
2478,NULL,(),Come up with short road trips from Berkeley that I can drive to within two hours.,brainstorming
2479,NULL,(),"Identify which instrument is string or woodwind: Bassoon, Mandolin",classification
2480,WHQ,"('what', 'be')",what is the capital of China?,open_qa
2481,NULL,(),Create a comma separated list of the countries involved in the early cultivation of avocados,information_extraction
2482,WHQ,"('what', 'cause')",What causes Type 2 Diabetes?,open_qa
2483,WHQ,"('why', 'do')",Why did Kim Kardashian and Ye divorce?,general_qa
2484,NULL,(),Can you give me some reasons why Hockey is not as popular in the United States as many other sports?,general_qa
2485,NULL,(),"First you'd need to consider what you're using it for. Exercise bikes can be very different from commuters or casual ride bikes or velodrome racers. Another consideration is budget: bikes can range from a couple hundred dollars in price to several thousand. Accessories can dramatically increase the price as well.

For general, all-purpose bikes you may want to consider a commuter bicycle. It would have a wider, thicker wheel than a road bike so it would be a little sturdier for urban roads. They tend to be a bit heavier, so there is a tradeoff.",general_qa
2486,WHQ,"('what', 'be')",what is the difference between a rat and a mouse,open_qa
2487,WHQ,"('how', 'be')",How old was Mozart when he first performed?,open_qa
2488,NULL,(),Kaka means parrot in which language,open_qa
2489,WHQ,"('who', 'be')",Who is best Michael Schumacher or Hamilton,brainstorming
2490,WHQ,"('what', 'be')",What is orange wine?,general_qa
2491,WHQ,"('what', 'be')",What is behavioural economics?,open_qa
2492,WHQ,"('what', 'be')",What are three capital cities in South America?,open_qa
2493,WHQ,"('who', 'be')",Who were the commanders of the two armies involved in the Battle of Hastings?,open_qa
2494,NULL,(),"Identify which instrument is string or percussion: Daf, Bandura",classification
2495,NULL,(),"I want to write a some new articles for my data blog, can you give me some snappy ideas?",brainstorming
2496,WHQ,"('how', 'will')",How long will it take me to train for a marathon?,general_qa
2497,WHQ,"('what', 'be')","What is a good park in Redmond, WA",open_qa
2498,WHQ,"('what', 'be')",What is SQL?,open_qa
2499,NULL,(),"Given the following paragraph, where did House music originate?",closed_qa
2500,WHQ,"('where', 'be')","Where is the ""Prairie Chicken Capital of the World""?",summarization
2501,WHQ,"('what', 'be')",What is the biggest dog breed in the world?,open_qa
2502,NULL,(),"Extract from the passage, the first engine in the Jeep Compass",information_extraction
2503,NULL,(),Can you name a few of Leonardo's famous works,closed_qa
2504,WHQ,"('what', 'be')",What year was Craigslist founded?,information_extraction
2505,NULL,(),List five titles by Margaret Atwood.,open_qa
2506,WHQ,"('what', 'should')",What basic tools should I keep around the house?,general_qa
2507,NULL,(),"Given this paragraph about e-readers, what is the e-reader designed and marketed by Amazon?",closed_qa
2508,WHQ,"('what', 'be')",what is snow skiing,closed_qa
2509,WHQ,"('where', 'be')",Where is the baseball Hall of Fame?,open_qa
2510,NULL,(),From the passage provided find how many runs did shane warne concede in the three-day first class match at the Brabourne Stadium,information_extraction
2511,WHQ,"('where', 'be')",Where are Himayalas located?,closed_qa
2512,WHQ,"('what', 'be')",What is Violet Jessop well know for?,closed_qa
2513,NULL,(),"Based on this passage, what was the first designated space to be established in Roche Percee called? Who established it and in what year?",closed_qa
2514,NULL,(),Give me a bullet list of five different European languages,brainstorming
2515,WHQ,"('what', 'be')",What is the best way to file California State Tax for Spouse Abroad in community property jurisdiction countries like China? The goal is to minimize the tax for community property income.,open_qa
2516,NULL,(),Extract comma separated list of the names of the tenants of the Willis Tower from the text.,information_extraction
2517,WHQ,"('what', 'be')",What is a snowman?,open_qa
2518,WHQ,"('what', 'be')",What is Linux?,open_qa
2519,WHQ,"('who', 'invent')",Who invented the Jeans,summarization
2520,WHQ,"('what', 'be')",What is the best way to answer an interview question?,creative_writing
2521,WHQ,"('what', 'be')",What is the Bastille Day?,information_extraction
2522,WHQ,"('why', 'be')",Why is March 14th Pi day?,general_qa
2523,NULL,(),"Can you tell me about Hyderabad, India?",information_extraction
2524,NULL,(),Summarize the given text in several sentences.,summarization
2525,WHQ,"('which', 'have')",Which player has won the most Superbowls?,open_qa
2526,WHQ,"('where', 'be')",Where is Michael Phelps from?,open_qa
2527,NULL,(),"The music room contains the following instruments: Drums, Violin, Cello, Gong, Viola, Xylophone, Guitar, Ukelele and Piano. You need to put percussion on the left hand side and strings on the right. First, group the instruments into percussion and strings.",classification
2528,NULL,(),Give me a bulleted list of the 5 top-grossing movies of all times.,brainstorming
2529,NULL,(),"Classify the following drinks as alcoholic or non-alcoholic: Bourbon, Whiskey, Vodka, Lemonade, Iced Tea",classification
2530,WHQ,"('what', 'be')","What is the pattern in this sequence and what is the next number: 0, 1, 1, 2, 3, 5, 8, 13",open_qa
2531,NULL,(),"Tell me which of the following are science fiction TV shows: Lost, The X-Files, The Mandalorian, Millennium, Game of Thrones.",classification
2532,NULL,(),Write a haiku about a naughty cat.,creative_writing
2533,WHQ,"('what', 'be')",What are the key components to landscaping?,summarization
2534,WHQ,"('why', 'do')",Why does my chicken create so much liquid when cooked in the skillet?,creative_writing
2535,WHQ,"('how', 'do')",How does manufacturing analytics improve production?,general_qa
2536,NULL,(),"From this reference text, what political party does Taylor Swift belong to?",closed_qa
2537,WHQ,"('who', 'be')",Who is the greatest tennis player of all time?,general_qa
2538,NULL,(),"Classify each of the following as being opaque or transparent: Window, wall, lens, glass, wood, cement",classification
2539,NULL,(),"Given this reference text about Jimmy John's, where was the original Jimmy John's located?",closed_qa
2540,WHQ,"('where', 'do')",Where did Danny Dayton graduated from?,summarization
2541,WHQ,"('what', 'should')",What should I do if I'm feeling depressed?,general_qa
2542,NULL,(),"Give me a two sentence summary of the following text: ""A Venn diagram illustrates the relationships between two or more data sets. Venn diagrams are especially useful for highlighting similarities and differences and are commonly used to compare and contrast the characteristics of different data sets.

In a Venn diagram, circles are used to represent each data set. Inside each circle is a list of characteristics that define that data. Characteristics shared between two or more data sets are listed in the area where the circles overlap. Simple Venn diagrams consist of two overlapping circles, but complex Venn diagrams may compare up to five or more data sets using up to five or more circles.

Venn diagrams are commonly used in business and education settings to visualize and explore how things relate. In a business context, Venn diagrams are commonly used in product development, marketing, management, and more.""",general_qa
